id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
3608,0,1,1,16,18,1,0,2,1,0,1,8,1.0,1,1,1,1,0,319.0,178,0,1992,4,2009,3,2010,2,8
1960,0,2,2,17,19,1,0,0,1,0,1,8,2.0,3,2,1,1,2,397.0,393,0,1990,12,2008,5,2009,7,7
90,0,0,2,16,18,1,0,2,1,0,0,9,2.0,1,2,1,1,1,316.0,244,0,1992,6,2009,4,2010,2,10
4346,0,0,1,17,21,1,0,2,1,0,0,9,2.0,1,1,1,1,2,558.0,565,1,1989,4,2007,4,2008,10,5
314,0,0,1,16,19,1,0,2,1,0,0,9,2.0,1,1,1,1,2,624.0,423,0,1991,1,2007,9,2009,5,7
4407,0,0,1,16,17,1,0,2,1,0,0,9,2.0,1,1,9,3,0,532.0,62,0,1992,8,2008,9,2010,2,4
362,0,0,1,17,18,1,2,2,1,0,1,9,9.0,1,1,7,5,0,204.0,59,0,1991,10,2009,8,2010,3,5
405,0,0,0,14,17,1,0,2,1,0,1,10,2.0,1,0,1,1,1,822.0,268,0,1992,10,2007,4,2009,7,4
1156,1,0,0,15,17,1,0,2,1,0,1,10,1.0,1,0,1,1,0,536.0,179,0,1992,9,2008,6,2009,11,5
4336,0,0,1,16,18,1,0,2,1,0,1,10,2.0,1,1,1,1,1,693.0,268,0,1991,11,2007,11,2009,10,7
1544,0,0,1,16,18,1,0,2,2,0,0,11,1.0,1,1,1,1,0,531.0,118,1,1991,11,2008,8,2010,2,6
4418,0,0,1,16,18,1,0,2,2,0,1,21,1.0,1,1,1,1,2,365.0,449,0,1992,4,2008,7,2009,7,10
3895,0,0,2,16,18,1,0,2,2,0,1,12,1.0,1,1,1,1,1,555.0,184,0,1991,12,2008,11,2010,6,12
636,0,1,2,17,20,1,0,1,2,0,1,13,1.0,2,2,1,1,1,522.0,363,0,1990,4,2008,2,2009,8,8
4829,0,0,1,16,19,1,2,1,2,0,1,13,6.0,2,1,1,1,1,633.0,269,0,1991,8,2008,6,2010,3,12
1412,0,2,2,17,19,1,1,1,2,0,0,14,3.0,2,2,1,1,1,510.0,215,0,1990,12,2008,3,2009,8,3
4625,0,0,1,16,17,1,0,0,2,0,1,16,2.0,3,1,1,1,0,528.0,88,0,1992,7,2008,8,2010,2,5
637,0,0,3,15,17,1,0,2,2,0,1,17,2.0,1,0,1,1,1,307.0,268,0,1993,6,2009,5,2010,3,12
4598,1,0,1,17,20,1,0,2,2,0,1,17,1.0,1,1,1,1,1,826.0,182,0,1989,10,2007,8,2009,11,5
1104,0,2,1,17,19,1,0,2,2,0,1,17,1.0,1,2,1,1,1,550.0,180,0,1991,4,2008,6,2009,12,6
1758,0,0,1,17,19,1,1,2,2,0,1,17,4.0,1,1,1,1,2,281.0,483,0,1990,9,2008,5,2009,3,6
3840,0,0,1,17,17,1,0,2,2,0,1,17,1.0,1,1,7,5,1,71.0,236,0,1992,11,2009,11,2010,1,9
3618,0,0,1,16,16,1,1,2,2,0,0,17,3.0,1,1,2,2,0,75.0,103,0,1993,7,2009,12,2010,3,6
2246,0,0,0,14,16,1,0,1,2,0,1,19,1.0,2,1,1,1,2,496.0,435,0,1993,11,2008,2,2009,6,8
3160,0,2,1,16,18,1,0,2,0,1,1,0,2.0,1,1,0,0,0,644.0,72,0,1991,8,2008,5,2010,3,5
3262,0,0,1,15,17,1,0,2,0,1,1,0,1.0,1,1,1,1,1,533.0,362,0,1992,10,2008,4,2009,10,10
976,1,0,1,15,18,1,0,1,0,1,0,0,1.0,2,2,1,1,1,962.0,181,0,1992,1,2007,3,2009,10,4
3757,0,2,1,15,17,1,0,2,0,1,0,0,1.0,1,1,1,1,0,560.0,179,0,1993,4,2008,4,2009,11,5
2841,0,0,1,17,19,1,0,2,0,1,1,0,1.0,1,1,1,1,1,264.0,364,0,1990,7,2008,6,2009,3,3
567,0,0,0,17,19,1,0,1,0,1,1,0,1.0,2,0,1,1,2,362.0,398,0,1990,11,2008,5,2009,5,6
3226,0,0,1,17,19,1,0,2,0,1,1,0,1.0,1,1,1,1,2,459.0,453,0,1991,3,2008,4,2009,7,10
1862,1,0,2,16,18,1,0,2,0,1,0,0,2.0,1,2,1,1,1,400.0,244,0,1992,8,2009,1,2010,2,10
1751,0,4,2,17,19,1,0,2,0,1,0,0,1.0,1,2,1,1,1,340.0,228,0,1990,10,2008,7,2009,7,2
2175,0,2,1,16,19,1,0,1,0,1,0,0,1.0,2,1,1,1,0,847.0,119,0,1991,5,2007,12,2010,4,8
1603,0,1,1,17,20,1,1,2,0,1,1,0,3.0,1,2,1,1,1,683.0,264,0,1990,8,2008,3,2010,2,10
89,0,1,3,14,17,1,0,2,0,1,0,0,2.0,1,3,4,4,1,638.0,294,0,1993,4,2008,3,2009,12,10
114,0,0,3,16,18,1,0,2,0,1,0,0,2.0,1,3,4,4,1,560.0,194,1,1991,11,2008,10,2010,5,11
2574,0,2,1,17,18,1,0,2,0,1,1,0,1.0,1,1,7,5,0,184.0,91,1,1992,12,2010,3,2010,9,12
3312,0,2,1,17,17,1,0,2,0,1,1,1,2.0,1,1,6,0,0,175.0,65,0,1992,6,2009,8,2010,2,4
1888,1,0,2,15,18,1,0,2,0,1,0,1,1.0,1,2,1,1,1,599.0,217,0,1992,8,2008,6,2010,1,8
4502,0,0,1,17,20,1,0,0,0,1,1,1,1.0,5,1,1,1,2,400.0,725,0,1990,9,2007,10,2008,12,11
2335,0,1,1,16,17,1,0,2,0,1,0,1,1.0,1,1,1,1,0,336.0,179,0,1993,1,2009,7,2010,6,12
3385,0,0,1,16,18,1,1,1,0,1,0,1,4.0,2,1,1,1,0,720.0,178,0,1991,9,2007,12,2009,12,6
3604,0,0,1,16,19,1,1,0,0,1,1,2,3.0,3,1,0,0,0,898.0,119,0,1990,11,2007,8,2010,1,5
229,0,0,3,15,17,1,0,2,0,1,1,2,2.0,1,3,1,1,0,349.0,178,0,1993,7,2009,5,2010,5,11
4597,0,0,1,14,16,1,0,0,0,1,1,2,1.0,3,1,1,1,1,251.0,352,0,1993,12,2008,10,2009,6,6
2013,0,4,2,15,18,1,0,0,0,1,1,2,1.0,3,2,1,1,1,713.0,232,1,1992,5,2008,3,2010,3,10
602,0,0,3,16,17,1,0,1,0,1,1,2,1.0,2,3,1,1,1,156.0,210,0,1992,7,2009,4,2009,9,4
4053,1,0,1,17,20,1,0,2,0,1,1,2,1.0,1,1,1,1,2,493.0,509,0,1989,12,2007,8,2008,12,5
4356,1,0,1,16,17,1,0,2,0,1,1,2,1.0,1,1,1,1,1,219.0,363,0,1992,6,2008,9,2009,4,4
1747,0,1,3,16,17,1,0,2,0,1,1,2,1.0,1,3,1,1,0,218.0,89,1,1993,1,2009,6,2010,1,4
4463,0,2,1,16,17,1,0,1,0,1,1,2,1.0,2,1,1,1,0,235.0,152,0,1992,10,2009,9,2010,5,10
2912,0,0,1,15,18,1,0,2,0,1,1,3,2.0,1,1,1,1,2,421.0,718,0,1991,11,2007,4,2008,6,5
4024,0,0,1,15,18,1,0,0,0,1,1,3,1.0,4,1,1,1,2,619.0,540,0,1991,10,2007,7,2009,3,9
4629,1,0,1,17,19,1,0,1,0,1,1,3,1.0,2,1,1,1,1,521.0,286,0,1990,11,2008,4,2009,9,7
4602,0,1,1,17,19,1,0,1,0,1,1,3,1.0,2,1,1,1,1,357.0,359,0,1990,12,2008,10,2009,10,10
1669,0,2,2,17,19,1,0,0,0,1,1,3,1.0,3,2,1,1,1,521.0,217,0,1991,1,2008,7,2009,12,7
508,0,0,2,17,19,1,1,0,0,1,1,3,4.0,3,2,1,1,1,309.0,294,0,1991,8,2009,4,2010,2,12
1411,0,1,2,14,20,1,1,2,0,1,1,4,3.0,1,2,1,1,2,788.0,1417,0,1989,11,2004,7,2006,9,8
3189,0,2,1,17,19,1,0,2,0,1,1,20,2.0,1,1,1,1,1,610.0,265,0,1990,11,2008,6,2010,2,11
3713,0,0,1,17,19,1,0,0,1,1,1,5,2.0,3,1,1,1,1,369.0,359,0,1990,12,2008,7,2009,7,7
1479,1,0,2,16,19,1,0,1,1,1,1,5,2.0,2,2,1,1,1,692.0,302,0,1990,7,2007,6,2009,5,3
4451,0,1,1,16,19,1,1,2,1,1,1,5,3.0,1,1,1,1,1,526.0,363,0,1991,4,2007,11,2009,4,4
3489,0,2,1,17,17,1,0,2,1,1,1,5,2.0,1,1,2,2,0,55.0,11,0,1992,11,2010,7,2010,9,9
3336,0,2,1,16,17,1,0,2,1,1,1,5,2.0,1,1,2,2,0,144.0,22,0,1993,10,2010,5,2010,10,10
4417,0,1,1,17,20,1,1,1,1,1,1,6,3.0,2,1,0,0,0,809.0,178,0,1990,9,2008,4,2010,6,12
1430,0,0,0,15,17,1,2,2,1,1,1,6,6.0,1,0,0,0,2,78.0,401,0,1993,2,2009,2,2009,5,6
2933,0,0,1,15,18,1,0,1,1,1,1,6,1.0,2,1,1,1,2,511.0,479,0,1992,1,2007,10,2009,3,6
1182,1,0,1,14,18,1,0,1,1,1,1,6,1.0,2,1,1,1,2,798.0,593,0,1992,3,2006,10,2008,12,8
2126,0,3,1,15,18,1,0,0,1,1,1,6,1.0,4,1,1,1,2,471.0,484,0,1992,3,2008,3,2009,6,10
1687,0,0,1,17,19,1,0,2,1,1,1,6,1.0,1,1,1,1,0,568.0,119,0,1991,3,2008,10,2010,5,9
4663,0,0,1,16,18,1,0,2,1,1,1,6,2.0,1,1,1,1,0,584.0,179,0,1991,12,2008,10,2010,5,11
105,0,0,0,16,19,1,0,0,1,1,1,6,2.0,3,0,1,1,1,1076.0,269,0,1990,8,2006,12,2009,11,8
4334,1,0,1,16,18,1,0,2,1,1,1,6,1.0,1,1,1,1,0,713.0,168,0,1991,5,2007,9,2009,8,2
1502,1,0,0,14,17,1,1,2,1,1,1,6,3.0,1,0,1,1,2,205.0,646,0,1993,5,2008,4,2008,11,8
4664,0,2,1,14,17,1,1,0,1,1,1,6,3.0,4,1,1,1,2,335.0,622,0,1992,11,2007,10,2008,9,6
128,0,2,2,15,19,1,0,0,1,1,1,7,1.0,4,2,1,1,2,558.0,760,0,1990,12,2006,7,2008,2,3
2902,0,0,1,17,19,1,0,2,1,1,1,7,1.0,1,1,1,1,2,362.0,463,0,1991,4,2008,4,2009,4,7
4805,0,0,0,17,19,1,0,1,1,1,1,7,2.0,2,1,1,1,1,450.0,208,0,1991,2,2008,12,2010,3,10
2462,0,2,1,17,18,1,0,2,1,1,1,7,1.0,1,1,1,1,0,178.0,113,0,1992,10,2010,1,2010,7,11
2906,0,1,1,16,18,1,1,2,1,1,1,7,3.0,1,1,1,1,1,490.0,236,1,1992,2,2008,9,2010,1,9
1119,1,0,1,17,19,1,0,2,1,1,1,7,1.0,1,0,4,4,0,660.0,95,0,1990,8,2008,5,2010,3,6
2983,0,2,1,17,17,1,0,2,1,1,1,7,1.0,1,1,2,2,0,41.0,0,0,1992,12,2010,5,2010,7,7
939,0,0,2,16,18,1,2,1,1,1,1,7,21.0,2,2,3,3,2,491.0,399,1,1991,7,2008,2,2009,6,7
1195,1,4,0,15,18,1,0,2,1,0,1,8,1.0,1,0,1,1,2,448.0,633,0,1991,8,2007,7,2008,10,7
616,0,0,2,17,21,1,0,1,1,0,1,8,1.0,2,2,1,1,2,846.0,402,0,1989,1,2006,9,2009,1,3
2808,0,0,1,17,19,1,0,2,1,0,1,8,2.0,1,2,1,1,1,447.0,181,0,1991,2,2009,1,2010,4,10
3899,0,0,1,16,18,1,0,2,1,0,1,8,1.0,1,1,1,1,0,643.0,179,0,1992,1,2008,8,2010,6,11
4644,0,0,1,17,19,1,0,2,1,0,1,8,1.0,1,1,1,1,1,399.0,209,0,1990,11,2008,9,2009,11,5
2017,0,0,2,16,17,1,0,2,1,0,1,8,2.0,1,2,1,1,0,454.0,136,1,1992,9,2008,12,2010,3,7
1595,0,0,1,17,19,1,0,1,1,0,1,8,1.0,2,1,1,1,1,412.0,362,0,1990,7,2008,3,2009,5,5
4490,0,0,1,16,18,1,0,2,1,0,1,8,1.0,1,1,1,1,1,407.0,359,0,1991,10,2008,8,2009,9,9
4249,1,2,1,16,18,1,0,1,1,0,1,8,2.0,2,1,1,1,2,282.0,467,0,1992,2,2008,5,2009,2,6
2399,0,0,1,16,20,1,1,2,1,0,1,8,5.0,1,1,1,1,2,444.0,694,0,1990,5,2007,5,2008,7,6
1801,1,2,2,16,20,1,2,0,1,0,1,8,8.0,3,2,1,1,2,859.0,565,0,1989,11,2006,2,2008,7,1
4783,0,2,1,17,17,1,1,2,1,0,1,8,3.0,1,1,2,2,0,74.0,0,1,1992,10,2010,1,2010,3,3
2006,0,0,1,17,20,1,0,2,1,0,0,9,1.0,1,1,1,1,1,1067.0,182,0,1990,4,2007,7,2010,6,12
2802,0,0,1,17,19,1,0,2,1,0,0,9,2.0,1,1,1,1,2,340.0,599,0,1991,1,2008,3,2009,2,10
1226,1,0,3,17,19,1,0,2,1,0,1,9,2.0,1,1,1,1,0,503.0,179,0,1991,3,2008,9,2010,1,7
368,0,4,2,16,19,1,0,1,1,0,0,9,2.0,2,2,1,1,2,319.0,719,0,1991,2,2008,2,2008,12,12
4705,0,2,1,17,20,1,0,2,1,0,1,9,1.0,1,1,1,1,1,906.0,358,0,1989,4,2006,10,2009,3,3
1677,1,2,1,16,18,1,0,2,1,0,0,9,2.0,1,1,1,1,1,370.0,329,0,1991,9,2008,3,2009,3,2
258,0,0,1,17,21,1,1,2,1,0,0,9,4.0,1,1,1,1,0,1067.0,178,0,1989,9,2007,7,2010,6,12
2049,0,0,2,16,19,1,1,2,1,0,1,9,3.0,1,2,1,1,1,830.0,220,0,1990,11,2007,8,2009,11,7
4012,0,0,1,15,15,1,0,2,1,0,0,9,1.0,1,1,2,2,0,36.0,19,0,1995,3,2010,10,2010,11,12
169,1,0,1,15,15,1,0,2,1,0,0,9,1.0,1,1,2,2,0,92.0,0,0,1994,4,2009,12,2010,3,3
445,0,0,2,17,17,1,0,2,1,0,1,9,2.0,1,2,2,2,0,55.0,0,0,1993,1,2010,6,2010,8,8
510,0,0,1,15,17,1,0,0,1,0,1,10,1.0,3,1,1,1,0,503.0,179,0,1993,6,2009,1,2010,5,11
896,0,0,0,15,17,1,0,2,1,0,1,10,1.0,1,0,1,1,1,481.0,298,0,1992,9,2008,6,2009,10,8
2474,1,0,1,16,20,1,0,1,1,0,1,10,1.0,2,1,1,1,2,774.0,385,0,1990,7,2007,5,2009,7,7
3067,0,0,1,15,18,1,1,2,1,0,1,10,5.0,1,1,1,1,2,458.0,782,0,1991,12,2007,4,2008,7,9
2643,0,1,1,15,19,1,1,2,1,0,1,10,3.0,1,1,1,1,1,1033.0,363,0,1991,9,2007,3,2009,12,12
806,0,0,2,15,17,1,0,0,2,0,1,13,2.0,3,2,1,1,2,388.0,410,0,1993,3,2008,6,2009,7,9
3646,0,2,1,17,18,1,0,2,2,0,1,13,2.0,1,1,2,2,0,51.0,47,0,1992,11,2010,9,2010,10,12
2884,0,0,1,17,19,1,0,2,2,0,1,15,2.0,1,1,1,1,0,702.0,177,0,1990,11,2008,1,2009,12,6
902,0,0,1,17,19,1,0,2,2,0,1,16,2.0,1,1,1,1,0,695.0,178,0,1990,9,2008,4,2010,3,9
4301,0,0,1,17,20,1,0,2,2,0,1,17,1.0,1,1,1,1,0,995.0,178,0,1990,2,2007,5,2010,2,8
4788,0,0,1,17,20,1,0,2,2,0,1,17,1.0,1,1,1,1,1,801.0,271,0,1989,11,2007,10,2009,12,9
2484,0,0,1,16,17,1,0,2,2,0,0,17,2.0,1,1,7,5,0,129.0,120,0,1992,11,2009,11,2010,3,7
807,0,0,0,15,16,1,0,2,2,0,1,19,1.0,1,0,1,1,1,279.0,268,0,1994,1,2009,5,2010,2,10
4259,0,1,1,17,19,1,0,2,2,0,1,19,1.0,1,1,1,1,1,503.0,265,0,1990,10,2008,6,2009,10,7
2367,0,0,1,17,19,1,2,1,2,0,1,19,9.0,2,1,3,3,1,463.0,229,0,1990,8,2008,7,2009,10,6
61,0,1,3,16,19,1,0,2,1,1,1,6,1.0,1,3,1,1,1,637.0,360,0,1991,4,2008,1,2009,10,10
1778,0,0,1,17,21,1,0,0,0,1,1,0,1.0,3,1,0,0,2,681.0,855,0,1988,11,2005,12,2007,10,2
3221,0,2,1,16,19,1,1,2,0,1,1,0,4.0,1,1,0,0,0,598.0,179,0,1991,6,2008,5,2010,1,7
1061,0,0,1,14,18,1,0,2,0,1,0,0,1.0,1,1,1,1,0,1137.0,89,0,1992,7,2007,5,2010,7,10
3885,0,0,3,15,17,1,0,2,0,1,0,0,1.0,1,1,1,1,0,446.0,118,0,1992,8,2008,6,2009,9,1
2256,0,2,1,15,21,1,0,0,0,1,1,0,2.0,3,1,1,1,2,824.0,1287,0,1989,8,2005,1,2007,4,10
1833,1,0,2,16,17,1,0,2,0,1,0,0,2.0,1,2,1,1,0,378.0,169,0,1992,6,2008,7,2009,8,1
2690,1,0,1,16,18,1,0,2,0,1,0,0,1.0,1,1,1,1,0,739.0,89,0,1992,1,2008,6,2010,6,9
2929,0,4,1,16,21,1,0,0,0,1,1,0,1.0,3,1,1,1,2,715.0,1037,0,1989,10,2006,2,2008,2,12
440,0,1,1,17,18,1,0,2,0,1,0,0,1.0,1,1,1,1,0,393.0,118,0,1991,5,2008,11,2009,12,3
1989,0,2,1,17,19,1,0,0,0,1,0,0,2.0,3,1,1,1,1,380.0,329,0,1990,12,2008,2,2009,2,1
3328,0,2,1,17,19,1,0,2,0,1,1,0,2.0,1,1,1,1,2,157.0,772,0,1990,8,2007,10,2008,3,4
476,0,0,1,17,21,1,1,0,0,1,1,0,3.0,6,1,1,1,2,346.0,1060,1,1989,1,2006,8,2007,7,6
2243,1,0,1,14,19,1,2,1,0,1,0,0,7.0,2,1,1,1,1,1244.0,360,0,1991,5,2006,3,2009,8,8
249,0,0,2,15,15,1,0,2,0,1,0,0,1.0,1,2,7,5,0,65.0,27,0,1994,11,2010,3,2010,5,6
441,0,0,1,15,16,1,0,0,0,1,0,0,1.0,3,1,7,5,0,292.0,68,0,1994,1,2009,8,2010,5,7
1506,0,0,2,15,16,1,0,2,0,1,0,0,1.0,1,2,7,5,0,206.0,55,0,1993,11,2009,8,2010,2,4
2042,0,0,1,14,14,1,0,1,0,1,0,0,1.0,2,1,7,5,0,100.0,85,0,1995,8,2010,1,2010,4,7
3268,0,0,1,15,15,1,0,2,0,1,0,0,2.0,1,1,7,5,0,91.0,132,0,1994,3,2009,6,2009,9,1
1845,0,0,2,15,16,1,0,2,0,1,0,0,1.0,1,2,7,5,0,79.0,50,0,1993,12,2009,9,2009,12,2
3281,0,0,1,15,16,1,0,2,0,1,0,0,1.0,1,1,2,2,0,67.0,37,0,1994,3,2010,3,2010,5,6
369,0,0,2,15,16,1,0,2,0,1,0,0,1.0,1,2,2,2,0,9.0,47,0,1994,7,2010,5,2010,6,7
2096,0,0,1,15,17,1,0,2,0,1,1,0,1.0,1,1,9,3,0,527.0,69,0,1993,1,2008,12,2010,5,7
2144,0,0,2,14,15,1,0,2,0,1,0,0,1.0,1,2,3,3,1,375.0,258,0,1994,9,2008,10,2009,11,7
1201,0,0,3,15,16,1,0,2,0,1,0,0,1.0,1,3,9,3,0,272.0,90,0,1994,9,2009,9,2010,6,9
3802,0,0,1,15,16,1,0,2,0,1,0,0,1.0,1,1,4,4,0,309.0,60,1,1994,2,2009,7,2010,5,7
2755,0,0,1,15,16,1,0,0,0,1,1,0,1.0,3,1,2,2,0,310.0,29,0,1993,9,2009,5,2010,3,4
2710,0,0,1,15,15,1,0,2,0,1,1,0,1.0,1,1,2,2,0,199.0,28,0,1994,10,2009,11,2010,6,6
2011,1,0,1,14,15,1,0,1,0,1,1,0,1.0,2,1,2,2,0,72.0,13,0,1995,3,2010,1,2010,4,4
2152,1,0,1,15,16,1,0,2,0,1,0,0,2.0,1,1,7,5,0,163.0,151,0,1993,12,2009,11,2010,4,9
2624,1,0,1,15,16,1,0,2,0,1,1,0,1.0,1,1,7,5,0,147.0,177,0,1994,2,2009,5,2009,10,4
4123,1,0,1,14,15,1,0,0,0,1,0,0,1.0,5,1,7,5,0,111.0,150,0,1995,3,2009,9,2010,1,6
2169,1,0,2,15,16,1,0,0,0,1,0,0,1.0,3,2,3,3,1,363.0,315,0,1993,9,2008,10,2009,10,8
3113,1,0,1,14,16,1,0,2,0,1,0,0,1.0,1,1,9,3,0,609.0,48,0,1993,9,2008,7,2010,3,5
3892,1,0,1,14,22,1,0,2,0,1,0,0,1.0,1,1,4,4,2,851.0,1758,0,1988,11,2003,10,2006,2,12
4813,1,0,1,15,18,1,0,2,0,1,0,0,2.0,1,1,4,4,0,952.0,71,0,1991,9,2007,9,2010,4,6
1964,1,0,1,15,22,1,0,1,0,1,0,0,2.0,2,1,4,4,2,922.0,1663,0,1988,3,2003,10,2006,4,11
3505,1,0,1,15,15,1,0,1,0,1,1,0,1.0,2,1,2,2,0,83.0,28,0,1995,5,2010,7,2010,9,10
3796,1,0,1,15,15,1,0,1,0,1,1,0,1.0,2,1,2,2,0,145.0,25,0,1994,6,2009,9,2010,2,3
2564,1,0,1,15,16,1,0,1,0,1,1,0,1.0,2,1,2,2,0,168.0,16,0,1994,4,2010,1,2010,7,7
1542,0,1,2,14,15,1,0,1,0,1,0,0,1.0,2,2,7,5,0,163.0,7,0,1995,7,2010,6,2010,11,11
2650,0,1,1,15,15,1,0,2,0,1,1,0,2.0,1,1,2,2,0,53.0,47,0,1994,10,2010,4,2010,6,7
4391,0,1,1,15,16,1,0,1,0,1,1,0,1.0,2,1,2,2,0,179.0,11,0,1994,3,2009,9,2010,3,3
1584,0,1,2,15,16,1,0,2,0,1,0,0,1.0,1,2,3,3,0,308.0,135,1,1993,12,2009,5,2010,3,8
261,1,1,2,14,15,1,0,1,0,1,0,0,1.0,2,2,7,5,0,119.0,68,0,1995,5,2010,1,2010,5,7
2972,1,1,1,15,15,1,0,2,0,1,1,0,1.0,1,1,7,5,0,69.0,179,0,1994,2,2009,5,2009,7,1
3339,1,1,1,15,16,1,0,2,0,1,1,0,2.0,1,1,2,2,0,244.0,25,0,1993,12,2009,6,2010,2,3
1507,1,1,1,14,14,1,0,1,0,1,1,0,1.0,2,1,2,2,0,192.0,28,0,1995,7,2009,9,2010,3,4
2283,0,2,1,15,15,1,0,2,0,1,1,0,1.0,1,1,7,5,0,119.0,24,1,1994,9,2009,10,2010,2,3
3962,0,2,1,15,16,1,0,1,0,1,1,0,2.0,2,1,7,5,0,78.0,112,0,1993,9,2009,9,2009,11,3
4485,0,2,1,15,16,1,0,2,0,1,1,0,1.0,1,1,2,2,0,270.0,3,0,1993,10,2009,5,2010,2,2
3464,0,2,1,15,17,1,0,2,0,1,0,0,1.0,1,1,4,4,1,307.0,295,0,1992,10,2008,5,2009,4,1
3004,1,2,1,15,16,1,0,2,0,1,1,0,1.0,1,1,7,5,0,146.0,130,0,1993,7,2009,5,2009,10,3
728,0,0,0,16,18,1,0,2,0,1,0,0,1.0,1,0,4,4,0,729.0,121,0,1992,3,2008,7,2010,7,11
3,0,0,3,17,18,1,0,2,0,1,1,0,1.0,1,3,7,5,1,80.0,189,0,1992,2,2009,12,2010,3,9
1791,0,0,2,16,16,1,0,2,0,1,0,0,1.0,1,2,7,5,0,154.0,35,0,1994,2,2010,4,2010,9,10
2082,0,0,2,16,17,1,0,2,0,1,1,0,2.0,1,2,7,5,0,165.0,149,0,1993,7,2009,11,2010,5,9
695,0,0,1,17,17,1,0,2,0,1,1,0,1.0,1,1,7,5,0,61.0,124,0,1992,10,2010,1,2010,3,7
1225,0,0,0,16,17,1,0,2,0,1,0,0,1.0,1,0,7,5,1,131.0,248,0,1992,8,2009,7,2009,11,7
2053,0,0,1,17,17,1,0,2,0,1,1,0,2.0,1,1,7,5,0,33.0,122,0,1993,4,2010,5,2010,6,10
2178,0,0,1,17,17,1,0,2,0,1,0,0,1.0,1,1,7,5,0,106.0,84,0,1992,6,2009,9,2010,1,4
3114,0,0,1,16,17,1,0,1,0,1,0,0,1.0,2,1,7,5,0,150.0,89,0,1992,11,2009,7,2009,12,3
4652,0,0,1,16,17,1,0,2,0,1,0,0,1.0,1,1,7,5,0,134.0,63,0,1992,11,2009,10,2010,3,5
4719,0,0,1,17,19,1,0,1,0,1,1,0,2.0,2,1,7,5,0,355.0,118,0,1991,3,2009,1,2010,1,5
2167,0,0,1,17,18,1,0,2,0,1,1,0,1.0,1,1,7,5,0,99.0,114,0,1991,7,2009,6,2009,10,1
3474,0,0,1,16,17,1,0,2,0,1,1,0,1.0,1,1,2,2,0,168.0,21,0,1993,5,2010,5,2010,10,11
4660,0,0,1,17,18,1,0,2,0,1,1,0,1.0,1,1,2,2,0,73.0,7,0,1992,6,2010,5,2010,7,7
4520,0,0,1,17,19,1,0,2,0,1,0,0,1.0,1,1,2,2,0,428.0,24,0,1991,1,2008,12,2010,2,3
1517,0,0,3,16,16,1,0,2,0,1,1,0,2.0,1,3,2,2,0,242.0,7,0,1993,5,2009,9,2010,5,5
4312,0,0,1,17,18,1,0,0,0,1,1,0,1.0,3,1,2,2,0,310.0,6,0,1991,7,2009,5,2010,3,3
4729,0,0,0,17,17,1,0,1,0,1,1,0,1.0,2,1,2,2,0,120.0,44,0,1992,11,2009,12,2010,4,6
3781,0,0,1,17,17,1,0,2,0,1,1,0,1.0,1,1,2,2,0,80.0,22,0,1993,4,2010,8,2010,11,12
3346,0,0,1,16,18,1,0,1,0,1,1,0,1.0,2,1,13,3,2,324.0,576,0,1991,11,2008,3,2009,2,9
509,0,0,1,17,18,1,0,2,0,1,1,0,1.0,1,1,9,3,0,568.0,15,1,1991,8,2008,12,2010,6,7
1371,0,0,2,17,18,1,0,1,0,1,0,0,1.0,2,2,3,3,0,393.0,132,0,1992,4,2009,6,2010,7,11
1893,0,0,2,17,18,1,0,1,0,1,1,0,2.0,2,2,3,3,0,533.0,87,0,1991,6,2008,8,2010,2,5
1492,0,0,1,17,19,1,0,2,0,1,0,0,1.0,1,1,4,4,0,875.0,153,0,1990,10,2007,12,2010,5,10
112,0,0,0,17,19,1,0,2,0,1,0,0,1.0,1,0,4,4,0,550.0,85,0,1990,10,2008,8,2010,3,5
465,0,0,2,17,20,1,0,2,0,1,1,0,1.0,1,2,4,4,0,821.0,44,0,1990,5,2008,2,2010,5,7
1993,0,0,1,16,19,1,0,2,0,1,1,0,1.0,1,1,4,4,1,873.0,224,0,1990,3,2007,2,2009,7,3
2104,0,0,1,17,20,1,0,1,0,1,0,0,2.0,2,1,4,4,0,843.0,30,0,1989,11,2007,10,2010,1,2
3338,0,0,1,17,21,1,0,2,0,1,1,0,2.0,1,1,4,4,0,1330.0,156,0,1988,11,2006,3,2009,11,4
207,0,0,1,17,21,1,0,1,0,1,1,0,2.0,2,1,4,4,2,1047.0,475,0,1988,8,2006,4,2009,3,6
1036,0,0,2,17,17,1,0,2,0,1,0,0,1.0,1,2,2,2,0,84.0,15,1,1992,12,2010,3,2010,6,6
3095,0,0,1,16,16,1,0,1,0,1,1,0,1.0,2,1,2,2,0,99.0,29,0,1993,9,2010,3,2010,7,8
832,0,0,0,16,18,1,0,2,0,1,0,0,1.0,1,0,2,2,0,628.0,0,0,1991,8,2008,7,2010,4,4
